label,workload,old_path,new_path,old_bytes,new_bytes,old_sha256,new_sha256,chunker,chunk_size,redulink_wire_bytes,redulink_multiplier,redulink_reconstruction_ok,secure_wire_bytes,secure_multiplier,secure_reconstruction_ok,fixed_block_reuse_wire_bytes,fixed_block_reuse_multiplier,fixed_block_reuse_parameters,redulink_elapsed_ms,secure_elapsed_ms
redis-layered-public-positive,external-public-layered-positive,data/external_positive_corpora/redis-layered-public-positive/warm.bin,data/external_positive_corpora/redis-layered-public-positive/update.bin,524288,524288,77ed05d0aada3ff2a001206b62ff0d133f40e41487402650380975c0949dab66,21247f4b721a01ed9cdfce500a0bb8f1b196d16b53ac42d01c70d7ed55c7a3ca,fixed,4096,24536,21.368112,True,27648,18.962963,True,24576,21.333333,exact 4096-byte block membership; 32-byte match token; 32-byte literal header per block; no rolling checksum; not rsync,8.948,14.182
