label,old_path,new_path,old_payload_bytes,new_payload_bytes,rsync_total_bytes_sent,rsync_total_bytes_received,rsync_control_plus_data_bytes,rsync_literal_data,rsync_matched_data,rsync_total_file_size,rsync_total_transferred_file_size,rsync_effective_multiplier_sent_only,rsync_effective_multiplier_control_plus_data,reconstruction_ok,rsync_command
redis-layered-public-positive,data/external_positive_corpora/redis-layered-public-positive/warm.bin,data/external_positive_corpora/redis-layered-public-positive/update.bin,524288,524288,10941,4416,15357,7920,516368,524288,524288,47.919569,34.140001,True,/usr/bin/rsync -r -l -c --delete --no-whole-file --stats <new> <receiver>
