payload,payload_note,round,execution_order,method,input_bytes,encoded_stream_payload_bytes,reconstructed_bytes,client_completion_ms,client_ttfb_ms,server_completion_ms,combined_endpoint_process_cpu_ms,reconstructed_goodput_mbps,encoded_goodput_mbps,qdisc_bytes,qdisc_packets,qdisc_drops,qdisc_overlimits,qdisc_requeues,reconstruction_ok,semantic_misses,repair_full_frames,measurement_control_stream_bytes_excluded,congestion_control_algorithm,emulation,rate_mbps,rtt_ms,loss_percent
redis,hash-pinned public Redis release-layer bytes,17,2,redulink-binary-quic-stream,524288,139634,524288,646.65,190.593,454.378,91.514,6.486204,1.727475,164721,258,0,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.0
redis,hash-pinned public Redis release-layer bytes,18,1,redulink-binary-quic-stream,524288,139634,524288,657.05,190.185,465.154,90.348,6.383539,1.700132,164728,258,0,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.0
redis,hash-pinned public Redis release-layer bytes,18,2,raw-quic-stream,524288,524288,524288,1239.943,175.854,1064.949,163.268,3.382659,3.382659,599797,921,0,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.0
redis,hash-pinned public Redis release-layer bytes,19,1,raw-quic-stream,524288,524288,524288,1239.932,175.822,1065.006,160.095,3.382689,3.382689,599797,921,0,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.0
redis,hash-pinned public Redis release-layer bytes,19,2,redulink-binary-quic-stream,524288,139634,524288,646.726,190.595,454.485,90.396,6.485442,1.727272,164721,258,0,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.0
redis,hash-pinned public Redis release-layer bytes,20,1,redulink-binary-quic-stream,524288,139634,524288,646.679,190.289,454.628,90.386,6.485913,1.727398,164721,258,0,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.0
redis,hash-pinned public Redis release-layer bytes,20,2,raw-quic-stream,524288,524288,524288,1237.18,175.566,1062.569,169.065,3.390213,3.390213,599409,916,0,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.0
redis,hash-pinned public Redis release-layer bytes,1,1,raw-quic-stream,524288,524288,524288,1386.49,175.912,1211.451,163.247,3.025124,3.025124,600803,928,11,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,1,2,redulink-binary-quic-stream,524288,139634,524288,646.544,190.332,454.471,89.684,6.487268,1.727759,164643,257,1,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,2,1,redulink-binary-quic-stream,524288,139634,524288,648.633,190.542,456.413,88.264,6.466375,1.722194,165152,262,2,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,2,2,raw-quic-stream,524288,524288,524288,2332.839,175.761,2157.922,187.141,1.79794,1.79794,602503,956,4,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,3,1,raw-quic-stream,524288,524288,524288,1611.677,175.813,1436.709,168.181,2.602447,2.602447,601952,943,7,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,3,2,redulink-binary-quic-stream,524288,139634,524288,1130.873,190.396,938.77,98.14,3.708908,0.987796,165750,271,1,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,4,1,redulink-binary-quic-stream,524288,139634,524288,649.983,190.346,457.992,89.437,6.452944,1.718617,164721,258,0,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,4,2,raw-quic-stream,524288,524288,524288,1386.899,175.763,1212.129,164.408,3.024232,3.024232,601625,942,2,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,5,1,raw-quic-stream,524288,524288,524288,1258.344,175.837,1083.191,160.648,3.333193,3.333193,599974,922,3,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,5,2,redulink-binary-quic-stream,524288,139634,524288,646.598,190.402,454.558,90.272,6.486726,1.727614,164643,257,1,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,6,1,redulink-binary-quic-stream,524288,139634,524288,652.457,190.427,460.5,89.725,6.428476,1.712101,165348,264,2,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,6,2,raw-quic-stream,524288,524288,524288,1771.648,271.126,1329.665,163.79,2.367459,2.367459,600947,932,8,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,7,1,raw-quic-stream,524288,524288,524288,1246.169,175.136,1070.836,160.381,3.365759,3.365759,599836,920,5,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,7,2,redulink-binary-quic-stream,524288,139634,524288,648.31,190.556,456.023,90.166,6.469596,1.723052,164422,254,2,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,8,1,redulink-binary-quic-stream,524288,139634,524288,838.216,190.31,646.203,91.629,5.003846,1.332678,165318,265,1,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,8,2,raw-quic-stream,524288,524288,524288,1293.287,175.602,1118.629,163.998,3.243135,3.243135,600809,931,4,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,9,1,raw-quic-stream,524288,524288,524288,1378.038,175.743,1203.044,166.083,3.043678,3.043678,601697,942,8,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,9,2,redulink-binary-quic-stream,524288,139634,524288,646.755,190.533,454.522,89.322,6.485151,1.727195,164644,257,1,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,10,1,redulink-binary-quic-stream,524288,139634,524288,765.961,190.186,574.194,89.39,5.475871,1.458393,164753,258,3,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,10,2,raw-quic-stream,524288,524288,524288,2109.766,175.849,1934.871,182.237,1.988042,1.988042,604871,982,10,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,11,1,raw-quic-stream,524288,524288,524288,1387.995,175.806,1212.998,163.669,3.021844,3.021844,601093,934,5,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,11,2,redulink-binary-quic-stream,524288,139634,524288,646.788,190.579,454.557,89.005,6.48482,1.727107,164720,258,0,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,12,1,redulink-binary-quic-stream,524288,139634,524288,1444.227,391.083,1051.533,103.836,2.904186,0.773474,164868,260,2,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,12,2,raw-quic-stream,524288,524288,524288,1402.517,175.896,1227.575,164.228,2.990555,2.990555,601111,935,3,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,13,1,raw-quic-stream,524288,524288,524288,1380.044,175.906,1204.808,162.272,3.039254,3.039254,600348,925,5,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,13,2,redulink-binary-quic-stream,524288,139634,524288,724.366,190.585,531.945,90.78,5.79031,1.542138,165111,262,2,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,14,1,redulink-binary-quic-stream,524288,139634,524288,648.867,190.407,456.944,88.927,6.464043,1.721573,164916,259,3,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,14,2,raw-quic-stream,524288,524288,524288,3205.23,175.693,3030.29,203.861,1.308581,1.308581,603419,967,9,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,15,1,raw-quic-stream,524288,524288,524288,1239.344,175.74,1064.577,159.611,3.384294,3.384294,599566,918,3,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,15,2,redulink-binary-quic-stream,524288,139634,524288,646.491,190.333,454.514,89.125,6.4878,1.7279,164720,258,0,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,16,1,redulink-binary-quic-stream,524288,139634,524288,882.32,190.231,455.631,90.783,4.753722,1.266062,164872,260,1,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,16,2,raw-quic-stream,524288,524288,524288,1349.042,175.709,1174.095,164.058,3.109098,3.109098,601144,936,2,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,17,1,raw-quic-stream,524288,524288,524288,1336.951,175.925,1161.98,166.356,3.137216,3.137216,600916,933,3,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,17,2,redulink-binary-quic-stream,524288,139634,524288,646.765,190.531,454.604,90.143,6.485051,1.727168,164722,258,0,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,18,1,redulink-binary-quic-stream,524288,139634,524288,651.299,190.339,459.268,89.463,6.439905,1.715145,165028,261,1,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,18,2,raw-quic-stream,524288,524288,524288,1474.881,175.596,1299.921,163.479,2.843825,2.843825,600688,929,5,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,19,1,raw-quic-stream,524288,524288,524288,1361.848,175.88,1186.919,166.034,3.079862,3.079862,601320,937,6,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,19,2,redulink-binary-quic-stream,524288,139634,524288,650.332,190.382,458.275,89.589,6.449481,1.717695,164645,257,1,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,20,1,redulink-binary-quic-stream,524288,139634,524288,803.336,190.423,611.241,92.263,5.221108,1.390541,165539,268,1,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,20,2,raw-quic-stream,524288,524288,524288,2365.167,173.85,2190.24,183.261,1.773365,1.773365,601459,942,7,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,5.0,80.0,0.5
redis,hash-pinned public Redis release-layer bytes,1,1,raw-quic-stream,524288,524288,524288,307.051,48.289,258.156,93.679,13.659959,13.659959,577012,626,0,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,1,2,redulink-binary-quic-stream,524288,139634,524288,184.393,65.712,118.585,69.186,22.746547,6.058104,158871,181,0,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,2,1,redulink-binary-quic-stream,524288,139634,524288,185.047,66.682,118.273,70.177,22.666155,6.036693,158874,181,0,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,2,2,raw-quic-stream,524288,524288,524288,306.896,48.123,258.212,93.665,13.666858,13.666858,577230,629,0,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,3,1,raw-quic-stream,524288,524288,524288,306.412,47.901,257.982,93.323,13.688446,13.688446,577003,626,0,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,3,2,redulink-binary-quic-stream,524288,139634,524288,184.453,65.773,118.588,69.319,22.739148,6.056134,158873,181,0,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,4,1,redulink-binary-quic-stream,524288,139634,524288,183.662,65.483,118.074,68.902,22.837081,6.082216,158947,182,0,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,4,2,raw-quic-stream,524288,524288,524288,306.56,47.872,258.115,92.324,13.681837,13.681837,577084,627,0,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,5,1,raw-quic-stream,524288,524288,524288,306.56,48.238,257.919,93.754,13.681837,13.681837,577003,626,0,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,5,2,redulink-binary-quic-stream,524288,139634,524288,184.545,66.047,118.305,69.717,22.727812,6.053114,158871,181,0,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,6,1,redulink-binary-quic-stream,524288,139634,524288,184.423,65.261,118.998,74.588,22.742847,6.057119,158947,182,0,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,6,2,raw-quic-stream,524288,524288,524288,306.508,48.019,257.923,92.624,13.684158,13.684158,577012,626,0,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,7,1,raw-quic-stream,524288,524288,524288,306.497,47.806,258.18,93.09,13.684649,13.684649,577013,626,0,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,7,2,redulink-binary-quic-stream,524288,139634,524288,186.449,65.457,120.812,69.283,22.495717,5.991301,159018,183,0,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,8,1,redulink-binary-quic-stream,524288,139634,524288,186.704,66.357,120.237,70.302,22.464993,5.983118,159093,184,0,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,8,2,raw-quic-stream,524288,524288,524288,306.788,48.33,257.919,93.821,13.671669,13.671669,577011,626,0,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,9,1,raw-quic-stream,524288,524288,524288,305.582,48.348,256.783,93.558,13.725625,13.725625,577011,626,0,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,9,2,redulink-binary-quic-stream,524288,139634,524288,186.229,66.181,119.87,69.94,22.522292,5.998378,159018,183,0,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,10,1,redulink-binary-quic-stream,524288,139634,524288,184.899,66.201,118.395,70.616,22.684298,6.041525,158872,181,0,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,10,2,raw-quic-stream,524288,524288,524288,306.548,47.924,258.026,93.338,13.682373,13.682373,577080,627,0,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,11,1,raw-quic-stream,524288,524288,524288,306.417,48.13,257.841,101.195,13.688222,13.688222,576699,622,0,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,11,2,redulink-binary-quic-stream,524288,139634,524288,184.571,66.143,118.284,69.071,22.72461,6.052262,158871,181,0,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,12,1,redulink-binary-quic-stream,524288,139634,524288,184.078,65.438,118.551,69.009,22.785471,6.068471,158949,182,0,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,12,2,raw-quic-stream,524288,524288,524288,306.39,47.669,258.202,92.324,13.689429,13.689429,576934,625,0,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,13,1,raw-quic-stream,524288,524288,524288,306.363,47.73,258.095,92.66,13.690635,13.690635,577092,627,0,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,13,2,redulink-binary-quic-stream,524288,139634,524288,184.748,65.992,118.628,69.741,22.702838,6.046463,158875,181,0,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,14,1,redulink-binary-quic-stream,524288,139634,524288,184.72,65.094,119.49,69.683,22.70628,6.04738,158947,182,0,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,14,2,raw-quic-stream,524288,524288,524288,306.544,48.34,257.839,92.956,13.682551,13.682551,577155,628,0,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,15,1,raw-quic-stream,524288,524288,524288,306.697,48.142,258.032,93.405,13.675726,13.675726,576940,625,0,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,15,2,redulink-binary-quic-stream,524288,139634,524288,184.082,65.816,118.15,69.055,22.784976,6.068339,158868,181,0,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,16,1,redulink-binary-quic-stream,524288,139634,524288,185.601,65.629,119.601,69.806,22.598499,6.018674,159021,183,0,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,16,2,raw-quic-stream,524288,524288,524288,306.497,47.818,258.177,92.696,13.684649,13.684649,577017,626,0,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,17,1,raw-quic-stream,524288,524288,524288,306.688,48.323,257.891,94.276,13.676127,13.676127,577014,626,0,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,17,2,redulink-binary-quic-stream,524288,139634,524288,184.55,65.712,118.66,69.042,22.727196,6.05295,158870,181,0,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,18,1,redulink-binary-quic-stream,524288,139634,524288,184.273,65.588,118.568,69.274,22.76136,6.062049,158946,182,0,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,18,2,raw-quic-stream,524288,524288,524288,306.387,47.774,258.045,93.192,13.689563,13.689563,577155,628,0,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,19,1,raw-quic-stream,524288,524288,524288,306.391,47.868,258.028,91.992,13.689384,13.689384,577155,628,0,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,19,2,redulink-binary-quic-stream,524288,139634,524288,184.517,65.712,118.681,69.26,22.731261,6.054033,158873,181,0,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,20,1,redulink-binary-quic-stream,524288,139634,524288,184.98,65.281,119.52,69.588,22.674365,6.03888,158871,181,0,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,20,2,raw-quic-stream,524288,524288,524288,306.547,48.209,257.844,91.578,13.682417,13.682417,577011,626,0,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.0
redis,hash-pinned public Redis release-layer bytes,1,1,raw-quic-stream,524288,524288,524288,319.427,48.477,270.225,94.484,13.130712,13.130712,577185,628,2,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.5
redis,hash-pinned public Redis release-layer bytes,1,2,redulink-binary-quic-stream,524288,139634,524288,341.53,65.812,275.583,74.015,12.280924,3.270787,160185,198,3,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.5
redis,hash-pinned public Redis release-layer bytes,2,1,redulink-binary-quic-stream,524288,139634,524288,189.156,65.526,123.51,68.241,22.173782,5.905559,159137,184,1,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.5
redis,hash-pinned public Redis release-layer bytes,2,2,raw-quic-stream,524288,524288,524288,319.006,48.003,270.524,92.81,13.148041,13.148041,577413,630,3,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.5
redis,hash-pinned public Redis release-layer bytes,3,1,raw-quic-stream,524288,524288,524288,739.94,47.893,691.549,117.48,5.668438,5.668438,582243,693,7,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.5
redis,hash-pinned public Redis release-layer bytes,3,2,redulink-binary-quic-stream,524288,139634,524288,185.421,66.73,118.515,70.264,22.620437,6.024517,158874,181,0,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.5
redis,hash-pinned public Redis release-layer bytes,4,1,redulink-binary-quic-stream,524288,139634,524288,184.509,65.821,118.384,70.392,22.732246,6.054295,158874,181,1,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.5
redis,hash-pinned public Redis release-layer bytes,4,2,raw-quic-stream,524288,524288,524288,321.664,48.024,273.127,93.572,13.039395,13.039395,577605,632,3,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.5
redis,hash-pinned public Redis release-layer bytes,5,1,raw-quic-stream,524288,524288,524288,318.64,47.957,270.142,93.284,13.163143,13.163143,577402,629,3,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.5
redis,hash-pinned public Redis release-layer bytes,5,2,redulink-binary-quic-stream,524288,139634,524288,291.849,66.485,225.136,77.729,14.371487,3.827568,161101,210,1,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.5
redis,hash-pinned public Redis release-layer bytes,6,1,redulink-binary-quic-stream,524288,139634,524288,201.497,65.469,135.815,69.243,20.815714,5.543864,157717,181,2,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.5
redis,hash-pinned public Redis release-layer bytes,6,2,raw-quic-stream,524288,524288,524288,406.523,47.878,358.174,99.197,10.317507,10.317507,579033,651,3,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.5
redis,hash-pinned public Redis release-layer bytes,7,1,raw-quic-stream,524288,524288,524288,329.619,47.943,281.206,94.745,12.724703,12.724703,577682,633,3,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.5
redis,hash-pinned public Redis release-layer bytes,7,2,redulink-binary-quic-stream,524288,139634,524288,202.478,65.459,136.757,70.642,20.714863,5.517004,159102,184,1,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.5
redis,hash-pinned public Redis release-layer bytes,8,1,redulink-binary-quic-stream,524288,139634,524288,184.115,65.366,118.652,69.078,22.780892,6.067251,158947,182,0,0,0,True,72,72,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.5
redis,hash-pinned public Redis release-layer bytes,8,2,raw-quic-stream,524288,524288,524288,444.708,48.113,395.907,93.879,9.431591,9.431591,577383,631,1,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.5
redis,hash-pinned public Redis release-layer bytes,9,1,raw-quic-stream,524288,524288,524288,568.775,48.43,519.71,109.703,7.374276,7.374276,581315,681,6,0,0,True,0,0,13,reno,Linux tc/netem qdisc on loopback in an isolated network namespace,20.0,20.0,0.5
