payload,rate_mbps,rtt_ms,loss_every,round,method,input_bytes,encoded_stream_payload_bytes,reconstructed_bytes,completion_ms_measured,reconstructed_rate_mbps_measured,encoded_rate_mbps_measured,reconstruction_ok,semantic_misses,mean_queue_delay_ms,max_queue_delay_ms,emulation
demo,5.0,80.0,0,14,redulink-binary-quic-stream,98304,30818,98304,1028.302,0.764787,0.239758,True,13,6.602,41.156,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,5.0,80.0,0,15,raw-quic-stream,98304,98304,98304,1265.257,0.621559,0.621559,True,0,7.144,45.478,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,5.0,80.0,0,15,redulink-binary-quic-stream,98304,30818,98304,1086.1,0.724088,0.226999,True,13,7.144,45.478,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,5.0,80.0,0,16,raw-quic-stream,98304,98304,98304,1159.324,0.678354,0.678354,True,0,6.877,43.823,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,5.0,80.0,0,16,redulink-binary-quic-stream,98304,30818,98304,1039.322,0.756678,0.237216,True,13,6.877,43.823,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,5.0,80.0,0,17,raw-quic-stream,98304,98304,98304,1134.797,0.693016,0.693016,True,0,6.579,42.491,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,5.0,80.0,0,17,redulink-binary-quic-stream,98304,30818,98304,1022.749,0.768939,0.24106,True,13,6.579,42.491,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,5.0,80.0,0,18,raw-quic-stream,98304,98304,98304,1156.229,0.68017,0.68017,True,0,6.972,43.839,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,5.0,80.0,0,18,redulink-binary-quic-stream,98304,30818,98304,1035.887,0.759187,0.238003,True,13,6.972,43.839,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,5.0,80.0,0,19,raw-quic-stream,98304,98304,98304,1272.938,0.617809,0.617809,True,0,6.829,45.654,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,5.0,80.0,0,19,redulink-binary-quic-stream,98304,30817,98304,1081.663,0.727058,0.227923,True,13,6.829,45.654,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,5.0,80.0,0,20,raw-quic-stream,98304,98304,98304,1185.241,0.663521,0.663521,True,0,6.44,40.55,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,5.0,80.0,0,20,redulink-binary-quic-stream,98304,30818,98304,1043.676,0.753521,0.236227,True,13,6.44,40.55,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,1,raw-quic-stream,98304,98304,98304,382.464,2.056225,2.056225,True,0,2.128,9.767,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,1,redulink-binary-quic-stream,98304,30817,98304,328.647,2.392938,0.750154,True,13,2.128,9.767,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,2,raw-quic-stream,98304,98304,98304,385.542,2.039809,2.039809,True,0,2.169,9.903,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,2,redulink-binary-quic-stream,98304,30817,98304,329.398,2.387483,0.748444,True,13,2.169,9.903,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,3,raw-quic-stream,98304,98304,98304,381.426,2.061821,2.061821,True,0,2.007,9.396,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,3,redulink-binary-quic-stream,98304,30817,98304,316.888,2.481735,0.777991,True,13,2.007,9.396,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,4,raw-quic-stream,98304,98304,98304,315.442,2.493111,2.493111,True,0,1.405,7.018,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,4,redulink-binary-quic-stream,98304,30816,98304,301.131,2.611594,0.818674,True,13,1.405,7.018,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,5,raw-quic-stream,98304,98304,98304,366.887,2.143526,2.143526,True,0,1.845,8.233,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,5,redulink-binary-quic-stream,98304,30817,98304,319.573,2.460884,0.771454,True,13,1.845,8.233,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,6,raw-quic-stream,98304,98304,98304,382.725,2.054823,2.054823,True,0,1.909,8.75,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,6,redulink-binary-quic-stream,98304,30817,98304,317.777,2.474792,0.775814,True,13,1.909,8.75,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,7,raw-quic-stream,98304,98304,98304,350.717,2.242355,2.242355,True,0,1.875,9.186,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,7,redulink-binary-quic-stream,98304,30817,98304,325.787,2.413945,0.75674,True,13,1.875,9.186,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,8,raw-quic-stream,98304,98304,98304,374.572,2.099548,2.099548,True,0,1.872,8.735,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,8,redulink-binary-quic-stream,98304,30817,98304,324.025,2.427072,0.760855,True,13,1.872,8.735,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,9,raw-quic-stream,98304,98304,98304,367.142,2.142038,2.142038,True,0,1.96,9.162,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,9,redulink-binary-quic-stream,98304,30817,98304,318.104,2.472248,0.775017,True,13,1.96,9.162,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,10,raw-quic-stream,98304,98304,98304,384.125,2.047334,2.047334,True,0,2.255,10.475,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,10,redulink-binary-quic-stream,98304,30817,98304,343.282,2.290921,0.718173,True,13,2.255,10.475,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,11,raw-quic-stream,98304,98304,98304,385.393,2.040598,2.040598,True,0,2.174,10.208,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,11,redulink-binary-quic-stream,98304,30817,98304,330.795,2.3774,0.745283,True,13,2.174,10.208,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,12,raw-quic-stream,98304,98304,98304,387.204,2.031053,2.031053,True,0,2.091,9.922,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,12,redulink-binary-quic-stream,98304,30817,98304,334.223,2.353016,0.737639,True,13,2.091,9.922,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,13,raw-quic-stream,98304,98304,98304,351.093,2.239954,2.239954,True,0,1.942,9.519,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,13,redulink-binary-quic-stream,98304,30817,98304,321.507,2.44608,0.766814,True,13,1.942,9.519,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,14,raw-quic-stream,98304,98304,98304,390.075,2.016105,2.016105,True,0,2.269,10.828,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
