experiment,input_bytes,initial_ref_frames,zero_miss_protocol_bytes,zero_miss_multiplier,marginal_forward_bytes_per_miss,marginal_reverse_bytes_per_miss,marginal_total_bytes_per_miss,exact_byte_equation,continuous_break_even_misses,continuous_break_even_miss_fraction,max_integer_beneficial_misses,max_integer_beneficial_miss_fraction,first_nonbeneficial_misses,first_nonbeneficial_protocol_bytes,measured_rows_match_linear_model,capacity_overflow_input_bytes,capacity_overflow_budget_chunks,capacity_overflow_initial_ref_frames,capacity_overflow_multiplier,capacity_retained_budget_chunks,capacity_retained_initial_ref_frames,capacity_retained_multiplier,claim_scope
native_quic_deployment_envelope,98304,90,15914,6.177202,1125,24,1149,B(m)=15914+1149m,71.705831,0.796731,71,0.788889,72,98642,True,16777216,8192,0,0.910219,24576,16378,10.10066,"deterministic native-QUIC application-stream bytes only; deployment also requires the warm working set to remain resident; no latency, fairness, packet, or production-workload inference"
